Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228806.65;       16.50;       11.23;
   228806.66;       21.52;        6.16;
   228806.67;       13.49;       14.24;
   228806.67;       14.52;       13.20;
   228806.68;       26.91;        0.69;
   228806.70;       13.90;       13.78;
   228806.71;        5.00;       22.75;
   228806.71;       14.95;       12.71;
   228806.71;        7.80;       19.92;
   228806.72;       25.59;        1.97;
   228806.72;       15.62;       12.02;
   228806.74;       23.99;        3.55;
   228806.75;       27.48;        0.02;
   228806.75;        9.69;       17.96;
   228806.76;       26.07;        1.42;
   228806.77;        8.59;       19.04;
   228806.77;        7.81;       19.82;
   228806.78;        2.34;       25.33;
   228806.79;        1.68;       25.98;
   228806.79;       27.03;        0.41;
   228806.79;       25.49;        1.96;
   228806.79;       25.42;        2.03;
   228806.80;        4.06;       23.57;
   228806.80;        9.42;       18.16;
   228806.80;       17.18;       10.33;
   228806.81;       25.25;        2.18;
   228806.82;        6.02;       21.56;
   228806.82;        7.73;       19.83;
   228806.83;       11.82;       15.70;
   228806.83;        4.53;       23.05;
   228806.83;        1.09;       26.52;
   228806.83;       23.72;        3.69;
   228806.83;        3.94;       23.64;
   228806.84;       14.91;       12.56;
   228806.85;       13.38;       14.09;
   228806.89;        0.16;       27.38;
   228806.89;        3.95;       23.55;
   228806.90;       23.83;        3.48;
   228806.90;       13.10;       14.30;
   228806.91;       15.55;       11.82;
   228806.91;       21.99;        5.32;
   228806.94;        1.92;       25.52;
   228806.96;        3.50;       23.90;
   228807.01;        3.71;       23.62;
   228807.02;       13.68;       13.55;
   228807.02;       26.27;        0.85;
   228807.03;       16.55;       10.64;
   228807.05;       11.83;       15.38;
   228807.05;       23.36;        3.75;
   228807.05;       12.64;       14.56;
   228807.05;       14.31;       12.87;
   228807.05;       21.22;        5.90;
   228807.05;        3.52;       23.75;
   228807.06;        0.64;       26.65;
   228807.06;        0.71;       26.57;
   228807.07;       22.47;        4.62;
   228807.09;       25.70;        1.33;
   228807.10;        9.90;       17.25;
   228807.11;        4.15;       23.03;
   228807.12;       10.52;       16.60;
   228807.12;       14.63;       12.45;
   228807.14;       16.38;       10.65;
   228807.15;       18.47;        8.54;
   228807.15;       15.14;       11.89;
   228807.16;       26.05;        0.88;
   228807.16;       21.30;        5.67;
   228807.17;       15.15;       11.85;
   228807.18;       26.42;        0.47;
   228807.19;        7.28;       19.76;
   228807.20;        9.03;       17.99;
   228807.20;       13.45;       13.53;
   228807.20;        3.73;       23.33;
   228807.21;        2.06;       25.00;
   228807.21;       17.79;        9.13;
   228807.23;        2.72;       24.31;
   228807.23;        0.41;       26.64;
   228807.23;       15.27;       11.65;
   228807.23;       18.32;        8.57;
   228807.24;       15.34;       11.57;
   228807.24;        5.41;       21.58;
   228807.25;       25.32;        1.49;
   228807.27;        5.32;       21.63;
   228807.28;        5.06;       21.88;
   228807.28;       17.21;        9.62;
   228807.28;       22.42;        4.36;
   228807.29;       11.15;       15.72;
   228807.31;       23.68;        3.05;
   228807.32;       22.61;        4.12;
   228807.32;        2.64;       24.26;
   228807.33;       12.51;       14.29;
   228807.34;        5.84;       21.00;
   228807.34;       20.60;        6.11;
   228807.35;        4.19;       22.66;
   228807.36;        4.56;       22.26;
   228807.38;        5.81;       20.98;
   228807.39;        4.21;       22.58;
   228807.39;        5.77;       21.00;
   228807.39;        6.91;       19.85;
   228807.40;       10.07;       16.65;
   228807.40;        5.22;       21.54;
   228807.41;        0.14;       26.66;
   228807.42;        1.67;       25.10;
   228807.43;        5.81;       20.91;
   228807.43;        1.32;       25.43;
   228807.44;       24.17;        2.38;
   228807.44;       21.35;        5.22;
   228807.44;       11.41;       15.24;
   228807.45;       14.36;       12.26;
   228807.46;       23.16;        3.36;
   228807.48;        5.53;       21.12;
   228807.48;        4.76;       21.89;
   228807.51;       22.16;        4.30;
   228807.53;       24.49;        1.93;
   228807.55;        8.07;       18.45;
   228807.56;       16.00;       10.44;
   228807.58;        7.97;       18.52;
   228807.58;       22.69;        3.67;
   228807.59;       11.31;       15.13;
   228807.60;        1.30;       25.22;
   228807.60;        6.50;       19.97;
   228807.64;       18.81;        7.50;
   228807.64;       11.13;       15.24;
   228807.66;       17.04;        9.25;
   228807.67;        6.02;       20.36;
   228807.67;        5.22;       21.16;
   228807.67;        0.05;       26.37;
   228807.68;       10.03;       16.30;
   228807.68;        6.07;       20.29;
   228807.70;       10.09;       16.20;
   228807.72;        2.59;       23.74;
   228807.73;        5.35;       20.95;
   228807.73;       21.09;        5.07;
   228807.73;        6.51;       19.77;
   228807.73;       14.27;       11.94;
   228807.74;        1.39;       24.93;
   228807.76;        8.95;       17.27;
   228807.77;       23.15;        2.94;
   228807.77;        8.79;       17.42;
   228807.77;        7.76;       18.45;
   228807.78;       15.41;       10.73;
   228807.78;        7.12;       19.09;
   228807.78;       18.32;        7.79;
   228807.78;       21.66;        4.42;
   228807.78;       25.80;        0.24;
   228807.79;       11.44;       14.72;
   228807.79;       10.00;       16.17;
   228807.79;        0.33;       25.92;
   228807.80;        2.04;       24.18;
   228807.81;       23.19;        2.83;
   228807.82;        0.52;       25.69;
   228807.82;        9.15;       16.98;
   228807.82;       15.99;       10.08;
   228807.83;       22.50;        3.51;
   228807.83;        6.75;       19.39;
   228807.83;        0.70;       25.49;
   228807.86;        0.86;       25.29;
   228807.86;       11.49;       14.56;
   228807.87;        9.17;       16.89;
   228807.89;        6.17;       19.89;
   228807.90;       18.98;        6.96;
   228807.91;       22.43;        3.46;
   228807.92;        1.87;       24.19;
   228807.93;        5.37;       20.64;
   228807.94;       14.38;       11.54;
   228807.94;       14.85;       11.06;
   228807.96;        1.13;       24.87;
   228807.98;       12.87;       13.01;
   228807.98;       16.43;        9.41;
   228807.99;       12.85;       13.01;
   228808.00;        1.60;       24.35;
   228808.00;       17.88;        7.92;
   228808.01;        7.62;       18.26;
   228808.01;       17.99;        7.80;
   228808.01;        7.09;       18.79;
   228808.01;        7.68;       18.19;
   228808.02;       12.17;       13.66;
   228808.02;        9.73;       16.12;
   228808.02;        1.69;       24.23;
   228808.02;       16.40;        9.39;
   228808.02;        4.21;       21.68;
   228808.03;       19.38;        6.36;
   228808.03;       10.12;       15.70;
   228808.05;       21.89;        3.80;
   228808.07;       22.22;        3.45;
   228808.07;        1.61;       24.23;
   228808.08;       21.59;        4.07;
   228808.09;       21.20;        4.45;
   228808.10;       18.42;        7.23;
   228808.11;       20.08;        5.55;
   228808.11;       14.30;       11.37;
   228808.12;       13.40;       12.27;
   228808.13;       21.82;        3.77;
   228808.13;       11.75;       13.92;
   228808.13;        1.21;       24.55;
   228808.14;       11.47;       14.19;
   228808.14;        0.66;       25.09;
   228808.14;       18.86;        6.73;
   228808.15;       19.55;        6.03;
   228808.17;       16.26;        9.32;
   228808.17;       20.81;        4.73;
   228808.17;       19.57;        5.98;
   228808.17;        0.97;       24.74;
   228808.18;       19.09;        6.45;
   228808.18;       25.08;        0.40;
   228808.19;        1.53;       24.15;
   228808.19;       25.33;        0.14;
   228808.19;        6.49;       19.14;
   228808.19;        2.59;       23.07;
   228808.20;        2.47;       23.18;
   228808.20;       11.36;       14.21;
   228808.20;        8.78;       16.81;
   228808.21;       19.05;        6.45;
   228808.21;        8.63;       16.96;
   228808.21;       24.46;        0.99;
   228808.22;        2.44;       23.19;
   228808.22;        5.81;       19.79;
   228808.22;        1.18;       24.45;
   228808.23;        3.71;       21.89;
   228808.23;       20.25;        5.20;
   228808.25;        5.91;       19.64;
   228808.25;       11.03;       14.47;
   228808.26;        6.53;       19.00;
   228808.26;        9.68;       15.82;
   228808.26;       11.89;       13.59;
   228808.28;        3.59;       21.94;
   228808.28;       24.96;        0.38;
   228808.29;       12.76;       12.67;
   228808.29;        9.00;       16.46;
   228808.30;        8.97;       16.48;
   228808.30;       18.11;        7.26;
   228808.30;       14.61;       10.79;
   228808.31;       23.46;        1.86;
   228808.31;        5.98;       19.49;
   228808.33;       23.51;        1.78;
   228808.34;       11.10;       14.28;
   228808.35;       23.65;        1.61;
   228808.35;       16.48;        8.84;
   228808.37;       23.97;        1.26;
   228808.37;       12.32;       13.00;
   228808.38;        2.40;       23.00;
   228808.38;       19.57;        5.68;
   228808.38;       24.16;        1.05;
   228808.38;       14.68;       10.61;
   228808.38;        3.61;       21.77;
   228808.39;        1.74;       23.65;
   228808.39;       14.89;       10.38;
   228808.39;       17.09;        8.16;
   228808.40;       22.42;        2.77;
   228808.41;        5.35;       19.98;
   228808.42;        1.98;       23.37;
   228808.43;        9.36;       15.90;
   228808.43;       17.30;        7.89;
   228808.44;       12.47;       12.76;
   228808.45;       18.10;        7.06;
   228808.45;        8.50;       16.74;
   228808.46;        9.99;       15.23;
   228808.46;       11.79;       13.41;
   228808.47;       23.54;        1.54;
   228808.51;       17.03;        8.06;
   228808.51;       14.37;       10.74;
   228808.52;        4.21;       20.97;
   228808.53;       19.62;        5.42;
   228808.55;       10.37;       14.72;
   228808.55;       19.41;        5.60;
   228808.55;        3.03;       22.12;
   228808.55;       24.42;        0.54;
   228808.57;        3.87;       21.24;
   228808.57;        1.33;       23.80;
   228808.58;       15.20;        9.80;
   228808.58;       12.76;       12.26;
   228808.59;       19.99;        4.95;
   228808.63;        7.79;       17.20;
   228808.64;       24.62;        0.21;
   228808.65;        1.78;       23.24;
   228808.65;       15.40;        9.50;
   228808.67;       18.37;        6.48;
   228808.69;       18.48;        6.34;
   228808.71;       13.96;       10.87;
   228808.71;        3.93;       20.98;
   228808.74;       17.36;        7.39;
   228808.76;        6.47;       18.35;
   228808.77;        1.73;       23.12;
   228808.77;       10.86;       13.91;
   228808.77;        5.92;       18.89;
   228808.77;       11.54;       13.22;
   228808.80;       23.86;        0.76;
   228808.81;        7.69;       17.05;
   228808.81;       18.90;        5.74;
   228808.82;       13.27;       11.41;
   228808.82;       15.50;        9.16;
   228808.83;        9.38;       15.32;
   228808.83;       15.34;        9.30;
   228808.84;        5.66;       19.06;
   228808.84;       20.46;        4.13;
   228808.84;       16.51;        8.11;
   228808.84;       11.53;       13.13;
   228808.85;        4.33;       20.38;
   228808.86;       19.68;        4.89;
   228808.86;        6.87;       17.80;
   228808.87;       21.57;        2.96;
   228808.87;        9.84;       14.79;
   228808.88;        8.31;       16.32;
   228808.89;       15.97;        8.58;
   228808.91;        5.89;       18.72;
   228808.93;       21.86;        2.59;
   228808.93;        5.53;       19.06;
   228808.94;        6.60;       17.97;
   228808.94;       22.12;        2.31;
   228808.94;       20.36;        4.08;
   228808.96;       20.32;        4.10;
   228808.97;       19.65;        4.76;
   228808.98;        5.95;       18.57;
   228808.98;       10.14;       14.34;
   228808.99;        0.89;       23.66;
   228808.99;       11.67;       12.78;
   228808.99;       15.63;        8.78;
   228809.00;       16.24;        8.15;
   228809.01;       13.68;       10.73;
   228809.01;        1.03;       23.49;
   228809.01;        0.64;       23.88;
   228809.01;        7.37;       17.09;
   228809.01;       20.35;        3.99;
   228809.02;       14.39;       10.00;
   228809.02;       22.81;        1.50;
   228809.02;       17.90;        6.45;
   228809.04;       17.41;        6.92;
   228809.06;        8.21;       16.17;
   228809.06;        7.82;       16.56;
   228809.07;       14.03;       10.29;
   228809.07;       16.23;        8.06;
   228809.09;        8.47;       15.86;
   228809.10;        2.00;       22.38;
   228809.10;       11.89;       12.40;
   228809.11;       15.49;        8.76;
   228809.13;        4.16;       20.16;
   228809.13;        6.61;       17.68;
   228809.15;        1.80;       22.51;
   228809.17;       22.21;        1.90;
   228809.21;        6.94;       17.24;
   228809.22;       21.90;        2.14;
   228809.24;       10.23;       13.87;
   228809.25;        1.41;       22.76;
   228809.27;       17.01;        7.00;
   228809.29;        9.61;       14.43;
   228809.30;        3.71;       20.37;
   228809.31;       19.80;        4.13;
   228809.32;       13.47;       10.49;
   228809.33;       10.90;       13.08;
   228809.33;        1.80;       22.25;
   228809.34;       23.05;        0.81;
   228809.34;       11.14;       12.82;
   228809.35;       12.99;       10.94;
   228809.36;        8.12;       15.84;
   228809.36;        4.09;       19.90;
   228809.36;       13.10;       10.81;
   228809.36;       21.07;        2.77;
   228809.37;       16.76;        7.10;
   228809.38;        0.22;       23.78;
   228809.38;       14.33;        9.54;
   228809.39;        0.43;       23.55;
   228809.39;        4.82;       19.12;
   228809.39;        8.17;       15.74;
   228809.39;        7.61;       16.30;
   228809.40;       13.08;       10.77;
   228809.42;        0.52;       23.41;
   228809.44;       18.50;        5.25;
   228809.47;       18.95;        4.76;
   228809.47;        5.42;       18.40;
   228809.48;       15.42;        8.30;
   228809.49;        0.31;       23.53;
   228809.49;        7.48;       16.29;
   228809.51;       12.77;       10.93;
   228809.51;        1.09;       22.71;
   228809.51;        9.89;       13.83;
   228809.52;       17.57;        6.08;
   228809.52;        2.90;       20.87;
   228809.53;       22.29;        1.30;
   228809.53;        3.16;       20.59;
   228809.54;       22.55;        1.03;
   228809.54;       10.52;       13.16;
   228809.54;        5.41;       18.31;
   228809.55;       18.22;        5.38;
   228809.57;        5.93;       17.75;
   228809.57;        8.96;       14.69;
   228809.60;       19.52;        3.99;
   228809.61;        1.69;       21.96;
   228809.62;        3.48;       20.15;
   228809.63;       21.49;        1.97;
   228809.63;       13.98;        9.54;
   228809.63;       14.67;        8.84;
   228809.64;       20.72;        2.73;
   228809.65;        8.86;       14.67;
   228809.66;       11.07;       12.43;
   228809.67;       19.74;        3.68;
   228809.67;       12.37;       11.11;
   228809.67;        4.77;       18.77;
   228809.67;       23.11;        0.27;
   228809.68;       10.52;       12.96;
   228809.69;        1.59;       21.95;
   228809.70;        5.59;       17.91;
   228809.70;       12.36;       11.08;
   228809.70;       20.24;        3.13;
   228809.70;       21.10;        2.26;
   228809.70;       17.30;        6.09;
   228809.70;       12.57;       10.86;
   228809.70;       17.10;        6.29;
   228809.71;       21.55;        1.79;
   228809.71;        4.07;       19.42;
   228809.73;        9.48;       13.94;
   228809.75;       18.12;        5.20;
   228809.76;        7.40;       16.00;
   228809.77;        4.17;       19.24;
   228809.77;       13.75;        9.57;
   228809.78;        7.82;       15.54;
   228809.83;        5.62;       17.69;
   228809.84;        3.56;       19.75;
   228809.87;       13.24;        9.94;
   228809.88;       12.66;       10.52;
   228809.89;        0.98;       22.28;
   228809.89;       14.48;        8.66;
   228809.90;        9.88;       13.29;
   228809.91;        0.07;       23.18;
   228809.91;       12.42;       10.72;
   228809.92;       14.52;        8.59;
   228809.94;       16.13;        6.93;
   228809.94;       12.22;       10.87;
   228809.95;        1.67;       21.51;
   228809.95;       19.86;        3.15;
   228809.97;        4.66;       18.46;
   228809.98;       20.46;        2.51;
   228809.98;       21.57;        1.39;
   228809.98;       13.98;        9.04;
   228809.99;       16.87;        6.12;
   228809.99;       14.85;        8.15;
   228809.99;       14.81;        8.19;
   228810.01;       22.90;        0.01;
   228810.01;       20.34;        2.58;
   228810.02;       18.30;        4.63;
   228810.02;        2.45;       20.61;
   228810.03;       18.96;        3.95;
   228810.03;       20.67;        2.22;
   228810.04;       14.81;        8.12;
   228810.05;       18.71;        4.18;
   228810.06;       17.56;        5.32;
   228810.07;       20.67;        2.17;
   228810.08;        3.54;       19.43;
   228810.08;        9.12;       13.80;
   228810.10;        4.40;       18.54;
   228810.10;       14.52;        8.33;
   228810.11;       17.03;        5.78;
   228810.12;       21.44;        1.32;
   228810.13;       17.38;        5.40;
   228810.13;       20.75;        2.00;
   228810.14;       10.62;       12.21;
   228810.14;        3.38;       19.51;
   228810.15;        6.91;       15.93;
   228810.16;       13.03;        9.74;
   228810.18;        5.26;       17.56;
   228810.18;       13.65;        9.09;
   228810.20;       20.85;        1.80;
   228810.20;       15.85;        6.84;
   228810.21;        4.17;       18.61;
   228810.21;       21.11;        1.52;
   228810.23;       22.39;        0.20;
   228810.23;        8.37;       14.34;
   228810.24;        2.42;       20.33;
   228810.30;        4.22;       18.43;
   228810.32;        1.02;       21.63;
   228810.32;        8.96;       13.62;
   228810.35;        7.74;       14.81;
   228810.36;       10.55;       11.96;
   228810.39;       19.22;        3.17;
   228810.40;        7.48;       15.00;
   228810.43;        1.09;       21.41;
   228810.43;        8.97;       13.46;
   228810.43;       15.79;        6.58;
   228810.43;       19.81;        2.52;
   228810.44;        6.50;       15.94;
   228810.44;       14.92;        7.44;
   228810.44;       18.34;        3.99;
   228810.44;        4.05;       18.40;
   228810.45;        6.67;       15.75;
   228810.46;       20.46;        1.83;
   228810.46;        1.95;       20.49;
   228810.47;        6.43;       15.97;
   228810.47;        8.35;       14.03;
   228810.49;       20.47;        1.77;
   228810.51;       19.57;        2.65;
   228810.52;        9.42;       12.87;
   228810.54;       16.80;        5.41;
   228810.55;       19.53;        2.64;
   228810.55;       18.65;        3.52;
   228810.55;        2.32;       19.99;
   228810.56;        3.14;       19.16;
   228810.56;       18.05;        4.12;
   228810.56;        9.93;       12.30;
   228810.57;       19.01;        3.13;
   228810.59;        3.00;       19.25;
   228810.60;        6.68;       15.53;
   228810.60;       13.48;        8.67;
   228810.60;        8.86;       13.33;
   228810.60;       20.39;        1.70;
   228810.60;       20.67;        1.41;
   228810.61;        9.66;       12.50;
   228810.64;       13.01;        9.09;
   228810.65;        7.20;       14.93;
   228810.70;        0.01;       22.11;
   228810.73;        8.71;       13.29;
   228810.73;       10.93;       11.05;
   228810.74;       16.53;        5.39;
   228810.75;        9.23;       12.74;
   228810.75;       19.51;        2.37;
   228810.75;       14.35;        7.57;
   228810.80;       15.58;        6.27;
   228810.80;       20.10;        1.70;
   228810.81;        9.36;       12.53;
   228810.81;       20.95;        0.83;
   228810.84;        6.83;       15.04;
   228810.85;       19.73;        2.01;
   228810.85;        4.57;       17.30;
   228810.87;       11.80;        9.98;
   228810.90;       10.58;       11.17;
   228810.91;        2.41;       19.40;
   228810.91;        6.73;       15.03;
   228810.92;       15.06;        6.62;
   228810.92;       20.82;        0.81;
   228810.93;        2.28;       19.50;
   228810.93;        6.64;       15.10;
   228810.94;        5.10;       16.64;
   228810.94;        6.53;       15.19;
   228810.95;        9.99;       11.69;
   228810.96;        6.43;       15.26;
   228810.97;       12.11;        9.52;
   228810.98;        8.12;       13.54;
   228810.98;       21.25;        0.29;
   228810.98;        7.05;       14.61;
   228811.01;       14.45;        7.11;
   228811.02;        2.82;       18.82;
   228811.03;       14.50;        7.03;
   228811.06;       19.92;        1.52;
   228811.09;       10.21;       11.27;
   228811.09;        7.85;       13.65;
   228811.09;        8.37;       13.12;
   228811.10;       18.61;        2.78;
   228811.11;       15.69;        5.72;
   228811.11;       20.68;        0.68;
   228811.12;        7.62;       13.84;
   228811.12;       17.77;        3.60;
   228811.18;        1.45;       19.98;
   228811.18;       18.11;        3.17;
   228811.21;       19.24;        1.99;
   228811.23;       15.21;        6.03;
   228811.28;       16.40;        4.75;
   228811.29;        6.48;       14.75;
   228811.32;        6.73;       14.46;
   228811.32;        8.30;       12.87;
   228811.32;       14.81;        6.30;
   228811.36;        4.22;       16.93;
   228811.38;        9.22;       11.86;
   228811.42;       13.23;        7.75;
   228811.43;       19.79;        1.12;
   228811.44;        4.93;       16.10;
   228811.45;       12.52;        8.43;
   228811.46;        6.83;       14.15;
   228811.47;        6.71;       14.26;
   228811.50;       12.95;        7.92;
   228811.51;        7.49;       13.42;
   228811.51;       12.80;        8.06;
   228811.54;        5.23;       15.66;
   228811.55;        2.90;       17.99;
   228811.55;        8.53;       12.31;
   228811.56;        1.58;       19.31;
   228811.56;       14.17;        6.61;
   228811.57;       10.89;        9.90;
   228811.57;       17.51;        3.22;
   228811.58;       20.69;        0.01;
   228811.59;       10.21;       10.56;
   228811.64;        5.74;       15.00;
   228811.64;       20.38;        0.23;
   228811.64;       14.36;        6.30;
   228811.64;       15.06;        5.59;
   228811.65;       14.94;        5.71;
   228811.66;       14.81;        5.82;
   228811.67;       13.97;        6.66;
   228811.68;        0.65;       20.08;
   228811.70;        0.09;       20.61;
   228811.70;        1.12;       19.57;
   228811.71;       16.37;        4.17;
   228811.72;        3.40;       17.24;
   228811.73;       16.40;        4.12;
   228811.75;       10.81;        9.72;
   228811.77;        0.66;       19.94;
   228811.77;        4.00;       16.57;
   228811.80;        2.70;       17.84;
   228811.80;       17.43;        2.98;
   228811.81;        9.11;       11.36;
   228811.82;        0.80;       19.73;
   228811.82;       15.54;        4.85;
   228811.83;       12.44;        7.97;
   228811.84;        8.96;       11.47;
   228811.85;        5.68;       14.76;
   228811.85;        0.78;       19.70;
   228811.87;       20.24;        0.05;
   228811.88;       11.44;        8.91;
   228811.89;       16.27;        4.02;
   228811.89;       18.49;        1.78;
   228811.90;        0.24;       20.18;
   228811.93;       19.74;        0.47;
   228811.93;        7.68;       12.63;
   228811.93;        7.48;       12.83;
   228811.94;       12.31;        7.94;
   228811.95;       16.42;        3.78;
   228811.96;       16.06;        4.14;
   228811.97;       10.45;        9.78;
   228811.97;        2.75;       17.54;
   228811.98;        4.69;       15.57;
   228811.98;        4.48;       15.78;
   228811.99;       17.92;        2.22;
   228811.99;        5.51;       14.73;
   228811.99;       19.12;        1.00;
   228812.00;        2.59;       17.66;
   228812.01;        6.43;       13.78;
   228812.04;        6.89;       13.27;
   228812.04;        7.81;       12.34;
   228812.04;        5.49;       14.68;
   228812.06;       11.78;        8.31;
   228812.07;        2.24;       17.92;
   228812.07;        5.34;       14.79;
   228812.07;        3.42;       16.72;
   228812.08;        9.88;       10.19;
   228812.11;        6.90;       13.16;
   228812.11;       10.24;        9.79;
   228812.11;       16.47;        3.50;
   228812.17;        4.45;       15.55;
   228812.18;        4.06;       15.93;
   228812.18;       15.83;        4.05;
   228812.19;       19.04;        0.80;
   228812.21;       15.17;        4.67;
   228812.22;       16.20;        3.62;
   228812.24;        7.19;       12.68;
   228812.24;        4.72;       15.17;
   228812.25;       17.33;        2.44;
   228812.26;        8.13;       11.71;
   228812.26;       14.83;        4.95;
   228812.26;       15.88;        3.89;
   228812.27;        0.27;       19.62;
   228812.27;       13.86;        5.91;
   228812.29;       13.59;        6.16;
   228812.30;       11.21;        8.54;
   228812.31;       14.24;        5.47;
   228812.31;       19.63;        0.03;
   228812.32;       17.61;        2.06;
   228812.33;        6.77;       12.98;
   228812.34;       16.90;        2.75;
   228812.34;        1.91;       17.87;
   228812.34;       18.49;        1.14;
   228812.35;        6.08;       13.65;
   228812.35;        1.61;       18.15;
   228812.35;        3.86;       15.88;
   228812.36;        1.85;       17.90;
   228812.37;        1.05;       18.69;
   228812.38;       19.50;        0.07;
   228812.39;       10.77;        8.86;
   228812.39;       13.71;        5.89;
   228812.41;        2.93;       16.74;
   228812.41;        9.38;       10.23;
   228812.42;        9.46;       10.14;
   228812.44;       12.18;        7.37;
   228812.44;       19.10;        0.39;
   228812.45;       14.34;        5.17;
   228812.47;        3.54;       16.04;
   228812.47;        7.67;       11.87;
   228812.47;       17.89;        1.56;
   228812.48;        0.93;       18.66;
   228812.49;        2.53;       17.03;
   228812.52;        5.94;       13.55;
   228812.54;       13.12;        6.27;
   228812.55;       11.75;        7.64;
   228812.55;       13.76;        5.61;
   228812.56;        5.20;       14.23;
   228812.56;       11.99;        7.38;
   228812.57;       13.99;        5.35;
   228812.60;       11.49;        7.83;
   228812.64;       18.47;        0.74;
   228812.64;        7.82;       11.48;
   228812.64;       17.53;        1.68;
   228812.66;        2.93;       16.39;
   228812.66;        9.66;        9.59;
   228812.66;       13.11;        6.11;
   228812.68;        8.96;       10.27;
   228812.70;        8.81;       10.40;
   228812.71;        8.58;       10.61;
   228812.72;        3.11;       16.12;
   228812.72;       17.83;        1.27;
   228812.73;        8.68;       10.49;
   228812.74;       11.38;        7.75;
   228812.74;       18.78;        0.28;
   228812.74;        1.39;       17.82;
   228812.74;       11.61;        7.51;
   228812.76;        1.54;       17.64;
   228812.77;        8.89;       10.22;
   228812.77;        4.24;       14.91;
   228812.77;       18.10;        0.92;
   228812.77;       18.05;        0.97;
   228812.78;       16.20;        2.83;
   228812.78;        6.68;       12.43;
   228812.80;       10.14;        8.91;
   228812.81;       15.49;        3.50;
   228812.83;        3.81;       15.25;
   228812.84;        8.78;       10.23;
   228812.86;       14.03;        4.90;
   228812.87;       13.64;        5.28;
   228812.90;        8.56;       10.36;
   228812.91;        5.29;       13.65;
   228812.92;       18.76;        0.05;
   228812.92;        7.28;       11.62;
   228812.93;        0.72;       18.23;
   228812.94;        1.04;       17.89;
   228812.95;       12.95;        5.87;
   228812.95;       15.75;        3.04;
   228812.96;       10.77;        8.05;
   228812.97;       11.96;        6.84;
   228812.99;       12.59;        6.17;
   228812.99;        6.78;       12.03;
   228813.02;        2.25;       16.56;
   228813.02;        1.77;       17.04;
   228813.06;       14.04;        4.61;
   228813.07;        5.60;       13.11;
   228813.08;        6.93;       11.75;
   228813.08;        6.42;       12.26;
   228813.09;       12.80;        5.82;
   228813.09;       10.48;        8.16;
   228813.09;        7.09;       11.57;
   228813.13;        0.22;       18.45;
   228813.14;       11.88;        6.68;
   228813.14;       14.17;        4.37;
   228813.20;        0.68;       17.88;
   228813.21;        0.32;       18.23;
   228813.22;        6.85;       11.64;
   228813.22;        7.70;       10.77;
   228813.24;        1.50;       17.00;
   228813.24;        9.38;        9.05;
   228813.26;        3.82;       14.64;
   228813.27;       10.38;        8.00;
   228813.30;       13.61;        4.70;
   228813.31;        7.39;       10.96;
   228813.32;        9.90;        8.42;
   228813.33;        4.15;       14.20;
   228813.34;        8.58;        9.72;
   228813.34;       17.67;        0.55;
   228813.35;        2.66;       15.68;
   228813.37;        8.26;       10.00;
   228813.37;       14.98;        3.22;
   228813.37;        6.87;       11.40;
   228813.39;       14.25;        3.93;
   228813.39;        4.44;       13.82;
   228813.42;        2.64;       15.60;
   228813.42;       17.54;        0.56;
   228813.43;       10.52;        7.64;
   228813.43;       10.89;        7.26;
   228813.43;        8.48;        9.69;
   228813.44;        4.96;       13.23;
   228813.44;        4.03;       14.16;
   228813.46;       13.49;        4.60;
   228813.47;       12.96;        5.11;
   228813.48;        0.40;       17.77;
   228813.48;       11.24;        6.83;
   228813.49;       12.16;        5.90;
   228813.50;        5.91;       12.19;
   228813.50;       12.93;        5.10;
   228813.51;       14.95;        3.05;
   228813.53;       12.68;        5.31;
   228813.54;        4.44;       13.61;
   228813.54;        7.64;       10.38;
   228813.56;       15.73;        2.20;
   228813.56;       13.04;        4.91;
   228813.58;        0.79;       17.24;
   228813.58;       15.63;        2.26;
   228813.59;       15.36;        2.52;
   228813.60;       14.75;        3.12;
   228813.62;        5.59;       12.33;
   228813.64;        8.59;        9.28;
   228813.64;        4.59;       13.31;
   228813.65;        0.75;       17.17;
   228813.66;       10.00;        7.83;
   228813.68;        8.40;        9.42;
   228813.68;       15.94;        1.81;
   228813.70;        0.48;       17.38;
   228813.70;       17.30;        0.41;
   228813.72;       14.77;        2.93;
   228813.73;        6.35;       11.42;
   228813.73;       14.55;        3.14;
   228813.79;        6.78;       10.90;
   228813.79;        6.84;       10.83;
   228813.80;        4.27;       13.41;
   228813.80;       16.87;        0.70;
   228813.80;        6.14;       11.52;
   228813.81;       13.37;        4.22;
   228813.83;        0.74;       16.93;
   228813.83;       16.17;        1.36;
   228813.85;        8.27;        9.31;
   228813.86;       14.61;        2.90;
   228813.87;        3.74;       13.85;
   228813.89;       16.89;        0.55;
   228813.91;        7.66;        9.83;
   228813.93;       17.18;        0.20;
   228813.93;        1.02;       16.50;
   228813.94;        5.36;       12.11;
   228813.95;        0.51;       16.99;
   228813.97;        8.17;        9.23;
   228813.98;       10.79;        6.58;
   228814.01;        6.22;       11.14;
   228814.02;        1.25;       16.14;
   228814.06;        5.18;       12.13;
   228814.07;        1.70;       15.62;
   228814.08;       12.06;        5.15;
   228814.09;       10.21;        7.01;
   228814.10;        9.62;        7.59;
   228814.11;        3.55;       13.70;
   228814.11;        0.44;       16.83;
